"product_id","product_name","original_price","capacity","brand","top_note","heart_note","base_note","rating","number_of_raters","brand_id","selling_price","website_id"
163,Burberry 迷你香水套裝 4件裝,"720.00","4件裝",Burberry,NaN,紫羅蘭、茉莉,木質調,NaN,NaN,20,398.00,1
164,【網店限定】Adopt’ 白蘭麝香淡香精 30毫升,"130.00","30毫升",adopt',佛手柑。,木蘭花。,木質香。,NaN,NaN,54,99.00,1
165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
166,【網店限定】Penhaligon’s 喬治勳爵的悲劇男士淡香精 75毫升,"2,400.00","75毫升",Penhaligon'S,白蘭地,修容皂,零陵香豆,NaN,NaN,15,1800.00,1
167,TOUS 小熊淡香水套裝 3件裝,"662.00","3件裝",Tous,紫羅蘭、黑醋栗、紫羅蘭葉、佛手柑、胡荽,白茉莉、黃牡丹、玫瑰、梔子花,白麝香、摩洛哥西洋杉木、鳶尾花,NaN,NaN,6,488.00,1
168,Elizabeth Arden Fragrance 噴式淡香水 75亳升,"440.00","75亳升",Elizabeth Arden,木蘭，椴樹花，橘子，紫丁香 ，鈴蘭，香檸檬,肉荳蔻，康乃馨，晚香玉，紫羅蘭，桃子，茉莉，依蘭，玫瑰,公丁香，鳶尾花，琥珀，檀香木，香草，麝香,NaN,NaN,66,135.00,1
169,Marc Jacobs 迷你香水套装 4件裝,"545.00","4件装",Marc Jacobs,黃水仙、火參,杏仁乳,羊絨香,3.5,447.0,37,380.00,1
170,Narciso Rodriguez Narciso Cristal 淡香精 90毫升,"1,130.00","90毫升",Narciso Rodriguez,小蒼蘭、橙花和佛手柑,麝香、白花、玫瑰和茉莉花,琥珀、喀什米爾麝香、安息香脂、白麝香,NaN,NaN,5,1017.00,1
171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
172,Narciso Rodriguez Fleur Musc 淡香精 100毫升,"1,180.00","100毫升",Narciso Rodriguez,粉紅胡椒,玫瑰、牡丹,廣藿香、琥珀、紫羅蘭,4.0,5562.0,5,1062.00,1
67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
544,【網店限定】Gucci 竹節淡香精 50毫升,"855.00",NaN,Gucci,義大利佛手柑、橙花,卡薩布蘭卡百合、依蘭依蘭,NaN,NaN,NaN,22,555.00,1
173,Mercedes-Benz Sign 男士香水 100毫升,"800.00","100毫升",Mercedes-Benz,西柚、荳蔻、蘋果、薰衣草,橙花、紫羅蘭葉,喀什米爾木、零陵香豆、廣藿香,0.0,NaN,53,629.00,1
174,Trussardi My Name 女士香水 100毫升,"1,020.00","100毫升",Trussardi,白色紫羅蘭、天芥菜,紫丁香、海芋百合,麝香、香草、龍涎香,4.0,158.0,63,867.00,1
175,Trussardi Donna Eau De Parfum 100毫升,"1,007.00","100毫升",Trussardi,柚子、檸檬,香橙花、茉莉花茶、蓮花,白色廣藿香、雪松、檀香、香子蘭,0.0,NaN,63,856.00,1
216,【網店限定】Cocod’or 純棉花香大豆蠟燭 130克,"99.00","130克",Cocod'or,NaN,NaN,NaN,NaN,NaN,33,85.00,1
176,【網店限定】Coach 男士淡香水 100毫升,"780.00","100毫升",Coach,綠沙梨、佛手柑、金橘,小豆蔻、香菜、天竺葵,香根草、絨面革、龍涎香,NaN,NaN,9,624.00,1
177,Marina De Bourbon Cristal Royal L'Eau 淡香精 100毫升,"760.00","100毫升",Marina De Bourbon,佛手柑，紫羅蘭葉，黑胡椒,荷花，含羞草，馬黛茶,檀香，木白，麝香，雪松,4.0,57.0,48,647.00,1
178,【網店限定】Montblanc Legend 男士淡香水 30毫升,"395.00","30毫升",Montblanc,薰衣草、佛手柑、山胡椒,橡苔、波馬玫瑰、天竺葵,黑香豆,3.5,1819.0,19,316.00,1
181,Salvatore Ferragamo Ferragamo 男士淡香水 5毫升,"69.00","5毫升",Salvatore Ferragamo,佛手柑、檸檬,皮革、紫羅蘭、鼠尾草,苔蘚、香根草、雪松木、麝香,NaN,NaN,8,59.00,1
180,Hermes Un Jardin Sur Le Nil 淡香水 30毫升,"565.00","30毫升",Hermès,青芒果、葡萄柚中調：,尼羅河睡蓮、青草香氣後調：,梧桐、乳香,4.5,46369.0,17,360.00,1
183,【網店限定】Burberry 駿勇之心淡香水 50毫升,"590.00","50毫升",Burberry,香檸檬,杜松子、黑胡椒,北非雪松、喜馬拉雅雪松、佛吉尼亞雪松,NaN,NaN,20,442.00,1
184,Elizabeth Arden Fragrance 綠茶淡香精 50毫升,"283.00","50毫升",Elizabeth Arden,NaN,NaN,NaN,NaN,NaN,66,86.00,1
185,Marina De Bourbon Cristal Royal Rose 女士淡香水 100亳升,"760.00","100亳升",Marina De Bourbon,玫瑰、檸檬、梨,紫羅蘭、桃、小蒼蘭,雪松、麝香、龍涎香醚,4.0,57.0,48,647.00,1
186,Chanel 粉紅邂逅噴式淡香水 100毫升,"1,290.00","100毫升",Chanel,葡萄柚、榅桲(quince)帶出清新美花果香之調。,茉莉、風信子、鳶尾花將甜美優雅中帶點調皮的感覺緩緩帶出。,沉醉於溫醇白麝香、雪松、琥珀，帶出甜蜜幸福的韻味。,NaN,NaN,32,1098.00,1
187,【網店限定】Coach Floral 淡香水 50毫升,"680.00","50毫升",Coach,鳳梨、粉紅胡椒、檸檬,玫瑰、茉莉、梔子花,廣藿香、麝香、奶油木香,NaN,NaN,9,340.00,1
188,Cristiano Ronaldo CR7 Origins淡香水 100毫升,"688.00","100毫升",Cristiano Ronaldo CR7,菠蘿雪葩、柑橘、月桂葉,咸薰衣草、天竺葵、鼠尾草,香根草、廣藿香,4.5,28.0,50,585.00,1
189,Jo Malone 英國梨與小蒼蘭滿室幽香藤枝擴香組 165毫升,"805.00","165毫升",Jo Malone,威廉梨,小蒼蘭,廣藿香,NaN,NaN,14,599.00,1
190,Trussardi Delicate Rose 淡香水 100毫升,"903.00","100毫升",Trussardi,柚子、青竹、柑橘,蓮花、茉莉花、玫瑰,柏木、檀香,3.5,416.0,63,768.00,1
191,Elizabeth Arden Fragrance 噴式淡香水 30亳升,"318.00","30亳升",Elizabeth Arden,木蘭，椴樹花，橘子，紫丁香 ，鈴蘭，香檸檬,肉荳蔻，康乃馨，晚香玉，紫羅蘭，桃子，茉莉，依蘭，玫瑰,公丁香，鳶尾花，琥珀，檀香木，香草，麝香,NaN,NaN,66,92.00,1
192,Marc Jacobs Daisy 淡香水,"685.00 ~ 885.00",NaN,Marc Jacobs,野生草莓、紫羅蘭葉、葡萄果實,梔子花心、紫羅蘭花瓣、茉莉花瓣,麝香、香草、白木,4.0,8011.0,37,445.00,1
193,Elizabeth Arden Fragrance 綠茶香氛身體乳 500毫升,"255.00","500毫升",Elizabeth Arden,NaN,NaN,NaN,4.0,11813.0,66,100.00,1
194,Chloé Signature 淡香精套裝 3件裝,"1,280.00","3件裝",Chloé,牡丹,玫瑰花瓣、玉蘭,雪松、龍涎香,NaN,NaN,64,699.00,1
196,Cristiano Ronaldo CR7 Origins淡香水套裝 3件裝,"688.00","3件裝",Cristiano Ronaldo CR7,菠蘿雪葩、柑橘、月桂葉,咸薰衣草、天竺葵、鼠尾草,香根草、廣藿香,4.5,28.0,50,585.00,1
197,【網店限定】Acqua Di Parma 帕納里加州桂淡香水 150毫升,"1,590.00","150毫升",Acqua Di Parma,桃金娘、羅勒、檸檬、柑橘,海洋調、茉莉、玫瑰,乳香純香、杜松、琥珀,NaN,NaN,31,1109.00,1
198,Byredo Gypsy Water 流浪者之歌 100毫升,"2,200.00","100毫升",Byredo,香檸檬、 檸檬、 胡椒 、杜松,焚香、 松樹、 鳶尾根,琥珀 、香草 、木香,4.0,7298.0,35,1575.00,1
199,Jaguar For Men Ultimate Power 淡香水 100毫升,"388.00","100毫升",Jaguar,檸檬精華，薄荷精華，佛手柑精華 。,生薑，綠葉，蘋果。,苔蘚，白木，廣藿香精華。,0.0,NaN,49,291.00,1
200,Marina De Bourbon My Dynastie Princess 淡香精 7.5毫升,"65.00","7.5毫升",Marina De Bourbon,檸檬、蘋果、金橘、四季橘,白玫瑰、粉色風信子,竹子、琥珀、雪松木,0.0,NaN,48,58.00,1
201,Guerlain 清翠橙花淡香水套裝 3件裝,"1,280.00","3件裝",Guerlain,橙花、岩蘭草,羅勒,無花果香調,NaN,NaN,30,768.00,1
202,【網店限定】Naturally European 玫瑰花瓣擴香瓶 100毫升,"235.00","100毫升",Naturally European,NaN,NaN,NaN,NaN,NaN,2,149.00,1
203,Coach Dreams Sunset 香水 40毫升,"465.00","40毫升",Coach,梨沙冰、香檸檬,沙巴茉莉、玉蘭,香草、零陵香豆,NaN,NaN,9,372.00,1
204,【網店限定】Cocod’or 經典擴香瓶 英國小蒼蘭 200毫升,"118.00","200毫升",Cocod'or,青檸、英國梨、蜂蜜,玫瑰、鈴蘭、小蒼蘭,琥珀、紫檀香,NaN,NaN,33,79.00,1
205,Chloé Signature 女士淡香精禮盒 2件裝,"1,160.00","2件裝",Chloé,牡丹、荔枝、小蒼蘭。,玫瑰花瓣、木蘭。,琥珀、木質香。,NaN,NaN,64,578.00,1
207,【網店限定】Rituals The Ritual Of Ayurved 香薰蠟燭 290克,"245.00","290克",Rituals,NaN,NaN,NaN,4.0,11.0,47,196.00,1
208,【網店限定】Versace Bright Crystal 淡香水套裝 2件裝,"490.00","2件裝",Versace,石榴、柚子,木蘭花、牡丹花、蓮花,琥珀、桃花木、麝香,3.5,8451.0,62,380.00,1
209,Bentley Silverlake 男士香水 100毫升,"624.00","100毫升",Bentley,檸檬、薄荷,薰衣草、胡椒、紫羅蘭,琥珀、白麝香,3.5,37.0,11,530.00,1
210,Tous LoveMe EDP淡香精,"470.00 ~ 850.00",NaN,Tous,荔枝、葡萄柚、粉紅胡椒,牡丹、玫瑰、茉莉花瓣,雪松木、羊絨、慕斯水晶,3.5,232.0,6,400.00,1
211,Marina de Bourbon Symbol For A Lady 淡香精 7.5毫升,"65.00","7.5毫升",Marina De Bourbon,柑橘、葡萄柚,茉莉、風信子、蝴蝶花,麝香、雪松、琥珀,0.0,NaN,48,58.00,1
214,【網店限定】Montblanc Legend 男士淡香水 50毫升,"520.00","50毫升",Montblanc,薰衣草、佛手柑、山胡椒,橡苔、波馬玫瑰、天竺葵,黑香豆,NaN,NaN,19,416.00,1
217,Chanel 邂逅噴式香露 綠色氣息版 50毫升,"920.00","50毫升",Chanel,NaN,NaN,NaN,NaN,NaN,32,788.00,1
218,【網店限定】4711 Original古龍水 60毫升,"205.00","60毫升","4711",NaN,NaN,NaN,NaN,NaN,60,123.00,1
221,L’OCCITANE 櫻花套裝 3件裝,"220.00","3件裝",L'OCCITANE,櫻桃、鳶尾花,櫻花、鈴蘭,花梨木、琥珀、麝香,NaN,NaN,7,158.00,1
222,Chanel Chance 香水 50毫升,"1,110.00","50毫升",Chanel,NaN,NaN,NaN,NaN,NaN,32,945.00,1
224,Marina De Bourbon Symbol For A Lady 香水 100毫升,"800.00","100毫升",Marina De Bourbon,柑橘、葡萄柚,茉莉、風信子、蝴蝶花,麝香、雪松、琥珀,0.0,NaN,48,681.00,1
225,Trussardi Donna 女士淡香精套裝 3件裝,"980.00","3件裝",Trussardi,柚子、檸檬,香橙花、茉莉花茶、蓮花,白色廣藿香、雪松、檀香、香子蘭,3.5,714.0,63,833.00,1
226,Gucci Bloom禮品套裝 2件裝,"965.00","2件裝",Gucci,茉莉。,晚香玉。,使君子。,4.0,12308.0,22,620.00,1
227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
229,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
230,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
231,Marina De Bourbon Royal Style Princesse 淡香精 100毫升,"760.00","100毫升",Marina De Bourbon,黑醋粟，佛手柑，梨,梨花，玫瑰，茉莉花,檀香木，麝香，雪松,0.0,NaN,48,646.00,1
232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
234,Gucci Flora Gorgeous Magnolia 淡香精 100毫升,"1,320.00","100毫升",Gucci,露莓香調、甜橙香精、椰子香調•中調：,木蘭香精、沙巴茉莉原精、鈴蘭、依蘭香精•基調：,廣藿香香精、麝香、金木,3.5,438.0,22,924.00,1
235,Chanel Gabrielle Chanel 香水 50毫升,"1,110.00","50毫升",Chanel,橘子、葡萄柚、黑醋栗。,晚香玉、茉莉、橙子花、粉色胡椒、伊蘭伊蘭、鈴蘭。,檀木、麝香、木麝香、鳶尾草。,4.0,4146.0,32,945.00,1
236,Trussardi Donna 女士淡香精套裝 2件裝,"733.00","2件裝",Trussardi,柚子、檸檬,香橙花、茉莉花茶、蓮花,白色廣藿香、雪松、檀香、香子蘭,3.5,714.0,63,594.00,1
237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
238,Coach Open Road 淡香水 100毫升,"805.00","100毫升",Coach,花椒、紅蘋果、檸檬油,薰衣草、鼠尾草,香根草、廣藿香、雪松,3.5,50.0,9,644.00,1
240,【網店限定】L’OCCITANE馬鞭草身體護理套裝 3件裝,"525.00","3件裝",L'OCCITANE,NaN,NaN,NaN,NaN,NaN,7,248.00,1
241,【網店限定】Chloé 蔻依戀旅女士淡香精 50毫升,"1,065.00","50毫升",Chloé,大棗、黃香李,茉莉、小蒼蘭,木香、橡木苔,NaN,NaN,64,639.00,1
242,Coach Coach Green淡香水 100毫升,"805.00","100毫升",Coach,香檸檬、奇異果,天竺葵、迷迭香,雪松木、水晶苔蘚。,4.0,14.0,9,644.00,1
243,Salvatore Ferragamo Giungle di Seta 絕跡叢林香水 100毫升,"910.00","100毫升",Salvatore Ferragamo,豌豆,牡丹,NaN,4.0,104.0,8,819.00,1
244,Trussardi Uomo男性淡香水,"915.00","100毫升",Trussardi,醛、杜松子、薰衣草、羅勒、香菜、義大利檸檬、馬鬱蘭中調：,蜂蜜、康乃馨、肉桂、鳶尾根、香根草、雪松、玫瑰基調：,勞丹脂、皮革、熏草豆、廣藿香、麝香、橡苔、零陵香豆,3.5,422.0,63,778.00,1
245,Banana Republic Icon Collection Neroli Woods 淡香精 75毫升,"705.00","75毫升",Banana Republic,橙花、柑橘葉和椰子花蜜。,橙花、陽光元素、蛋花和牡丹。,檀香、雪松、烏木和琥珀。,NaN,NaN,12,599.00,1
246,Elizabeth Arden 白茶迷你淡香精 10毫升,"125.00","10毫升",Elizabeth Arden,義大利柑橘，海洋調協，快樂鼠尾草,茉莉花瓣，巴拉圭冬青油，升級再造玫瑰水，白茶調協,零陵香豆精油，三重麝香，琥珀木,NaN,NaN,66,59.00,1
247,Elizabeth Arden Fragrance 綠茶蜜滴舒體霜 250亳升,"220.00","250亳升",Elizabeth Arden,NaN,NaN,NaN,NaN,NaN,66,73.00,1
248,【網店限定】Rituals The Ritual of Ayurveda 香氛棒 250毫升,"355.00","250毫升",Rituals,NaN,NaN,NaN,NaN,NaN,47,285.00,1
249,【網店限定】Moschino Toy Boy 泰迪熊男士香水套裝 2件裝,"410.00","2件裝",Moschino,香檸檬、粉紅漿果、梨,公丁香、玫瑰、木蘭,香根草、檀香木、琥珀,3.5,629.0,10,328.00,1
250,【網店限定】Versace Blue Jeans淡香水 75毫升,"330.00","75毫升",Versace,柑橘、佛手柑、杜松、玫瑰、松香、天竺葵,薰衣草、紫羅蘭、茉莉、肉豆蔻,西洋杉、豌豆、鳶尾木、香草,3.5,2592.0,62,178.00,1
251,Elizabeth Arden 綠茶清蓮淡香水 100毫升,"385.00","100毫升",Elizabeth Arden,柚子、櫻花、李子,蓮花、茶、百合、桂花,樺木,NaN,NaN,66,278.00,1
252,Tous Baby Tous古龍水套裝 2件裝,"598.00","2件裝",Tous,香檸檬、柑橘、橙花油,梨、蘋果、橙花,苦橙葉,NaN,NaN,6,509.00,1
253,Montblanc Legend 男士淡香水 100毫升,"800.00","100毫升",Montblanc,薰衣草、佛手柑、山胡椒,橡苔、波馬玫瑰、天竺葵,黑香豆,3.5,1819.0,19,640.00,1
254,Halloween Man X 淡香水 125毫升,"574.00","125毫升",Halloween,荳蔻、熏衣草、檸檬油。,威士卡、礦物氣氛、肉桂皮。,零陵香豆、琥珀、焚香。,NaN,NaN,45,398.00,1
268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41,,1
255,Mercedes-Benz 限量版 Fanciful Edition 女士淡香水 90毫升,"835.00","90毫升",Mercedes-Benz,綠柑橘、檸檬,玫瑰、小蒼蘭、茉莉,琥珀木、雞蛋花、麝香、焚香,0.0,NaN,53,710.00,1
258,Salvatore Ferragamo Bright Leather 男士淡香水 100毫升,"825.00","100毫升",Salvatore Ferragamo,佛手柑、柑橘、葡萄柚,皮革、羅勒、迷迭香,廣藿香,4.0,19.0,8,618.00,1
259,Elizabeth Arden 綠茶薰衣草淡香水 100毫升,"385.00","100毫升",Elizabeth Arden,檸檬、柑橘、洋甘菊、薄荷,薰衣草、茶、木蘭,麝香,NaN,NaN,66,278.00,1
260,Moschino Cheap & Chic 淡香水套裝 2件裝,"380.00","2件裝",Moschino,NaN,NaN,NaN,4.0,2676.0,10,323.00,1
262,【網店限定】Cocod’or 永生花擴香瓶 可愛牡丹 200毫升,"138.00","200毫升",Cocod'or,白檸檬、西洋梨,紫羅蘭、牡丹、木蘭、玫瑰,白麝香、粉紅麝香,NaN,NaN,33,99.00,1
263,Elizabeth Arden 白茶香水舒體霜 400毫升,"255.00","400毫升",Elizabeth Arden,NaN,NaN,NaN,NaN,NaN,66,155.00,1
264,Banana Republic Icon Linen Vetiver Woods 淡香精 75毫升,"705.00","75毫升",Banana Republic,佛手柑、苦橙葉和小荳蔻。,鳶尾花、風信子和茉莉。,香根草、麝香、橡苔和水晶琥珀。,3.5,377.0,12,599.00,1
265,【網店限定】Cocod’or 花園薰衣草香薰 200毫升,"118.00","200毫升",Cocod'or,佛手柑、蘋果、留蘭香,薰衣草、棉花,NaN,NaN,NaN,33,79.00,1
266,Mercedes-Benz男士迷你淡香水套裝 3件裝,"197.00","3件裝",Mercedes-Benz,薄荷、鼠尾草,青蘋果、鳳梨,琥珀、廣藿香,NaN,NaN,53,168.00,1
267,Trussardi Uomo男性迷你淡香水 7毫升,"65.00","7毫升",Trussardi,醛、杜松子、薰衣草、羅勒、香菜、義大利檸檬、馬鬱蘭,蜂蜜、康乃馨、肉桂、鳶尾根、香根草、雪松、玫瑰,勞丹脂、皮革、熏草豆、廣藿香、麝香、橡苔、零陵香豆,3.5,422.0,63,55.00,1
269,Versace Bright Crystal 淡香水套裝 3件裝,"680.00","3件裝",Versace,柚子、冰爽韻調、石榴,牡丹、木蘭、蓮花,桃花心木、植物琥珀、麝香,3.5,8451.0,62,476.00,1
270,TOUS EDP 金色淘氣小熊女士香水 90毫升,"740.00","90毫升",Tous,NaN,NaN,NaN,NaN,NaN,6,629.00,1
271,Gucci Bloom花朵盛開淡香精 50毫升,"965.00","50毫升",Gucci,NaN,NaN,NaN,NaN,NaN,22,495.00,1
272,Coach Wild Rose 香水 90毫升,"990.00","90毫升",Coach,紅醋栗、佛手柑,玫瑰、茉莉花,水晶苔蘚、龍涎,3.5,27.0,9,792.00,1
273,Trussardi Pure Jasmine 淡香精 90毫升,"915.00","90毫升",Trussardi,開心果，佛手柑，橙花,茉莉花油,香草，檀香木，廣藿,NaN,NaN,63,598.00,1
275,【網店限定】Cocod’or 經典擴香瓶 黑櫻桃 200毫升,"118.00","200毫升",Cocod'or,青蘋果、黑櫻桃、柑橘,茉莉花、天芥菜、綠葉調,麝香、焦糖餅、香草奶油,NaN,NaN,33,79.00,1
276,Cristiano Ronaldo CR7男士淡香水 (C 朗同款) 100毫升,"610.00","100毫升",Cristiano Ronaldo CR7,NaN,肉桂、雪松、煙草。,琥珀、香草。,3.5,41.0,50,519.00,1
277,Elizabeth Arden Fragrance 白茶花漾甜橘淡香水 100亳升,"500.00","100亳升",Elizabeth Arden,NaN,NaN,NaN,NaN,NaN,66,288.00,1
278,Chloé Cedrus 仙境花園系列 北國雪松淡香精 50毫升,"1,105.00","50毫升",Chloé,木質香調，香根草,檀香，小荳蔻,橡樹苔,NaN,NaN,64,539.00,1
279,Swiss Army For Her Apricot Rose 淡香水 100毫升,"620.00","100毫升",Swiss Army,西柚、鼠尾草,花園玫瑰、杏子,樹莓,NaN,NaN,21,527.00,1
280,【網店限定】Adopt ’ 醉心香桃香水 30毫升,"130.00","30毫升",adopt',柑橘,桃花,白麝香,NaN,NaN,54,109.00,1
281,Salvatore Ferragamo Oceani di Seta 深海禁地香水 100毫升,"910.00","100毫升",Salvatore Ferragamo,海洋香調,木蘭花,NaN,3.5,82.0,8,819.00,1
282,Mercedes-Benz Man Bright 男士淡香精 100毫升,"785.00","100毫升",Mercedes-Benz,佛手柑、粉紅胡椒,薰衣草,雪松木、廣藿香,0.0,NaN,53,668.00,1
283,Anna Sui 築夢天馬淡香水 30毫升,"470.00","30亳升",Anna Sui,柑橘、粉色胡椒。,花香元素、覆盆子、果仁糖。,喜瑪拉雅雪松、絲柏。,NaN,NaN,26,263.00,1
284,Burberry 倫敦女士淡香精,"470.00 ~ 1,160.00",NaN,Burberry,薔薇、克萊門氏小柑橘、忍冬,牡丹、大溪地花朵、茉莉,檀香、麝香、廣霍香,NaN,NaN,20,220.00,1
285,Cristiano Ronaldo CR7 Play It Cool 淡香水套裝 2件裝,"468.00","2件裝",Cristiano Ronaldo CR7,佛手柑、橘子、梨,荳蔻、薰衣草、海洋成分,琥珀木、麝香,3.0,22.0,50,299.00,1
286,Salvatore Ferragamo Storie Di Seta Cieli Di Seta 淡香精 100毫升,"910.00","100毫升",Salvatore Ferragamo,黑胡椒油,藍莓,馥鬱香,4.0,11.0,8,819.00,1
287,Versace 噴式淡香水 50毫升,"680.00","50毫升",Versace,NaN,NaN,NaN,NaN,NaN,62,476.00,1
288,Moschino Toy 2 女士淡香精套裝 2件裝,"410.00","2件裝",Moschino,青蘋果、玉蘭、柑橘,白醋栗、牡丹、茉莉,雪松、麝香、琥珀,3.5,1105.0,10,349.00,1
289,Versace Bright Crystal 淡香水套裝 2件裝,"490.00","2件裝",Versace,石榴、柚子,木蘭花、牡丹花、蓮花,"琥珀、桃花木、麝香""",3.5,8451.0,62,417.00,1
290,Issey Miyake A Drop D’issey Eau de Partum Fraiche淡香精 90毫升,"1,120.00","90毫升",Issey Miyake,雨滴氣息香調,丁香花香調,檀香調,NaN,NaN,51,1008.00,1
291,Guess Bella Vita 淡香精 100毫升,"742.00","100毫升",Guess,檸檬、黑醋栗、黑櫻桃,晚香玉、香草蘭、茉莉花,NaN,3.5,96.0,34,631.00,1
292,TOUS Your Powers女士淡香水 90毫升,"600.00","90毫升",Tous,"橙, 蘋果, 橘子、梨子",覆盆子、玫瑰、茉莉、檀木,香草、琥珀、麝香、廣藿香、椰子,0.0,NaN,6,398.00,1
293,Mercedes-Benz 男士淡香水 100毫升,"750.00","100毫升",Mercedes-Benz,梨、黃葵,老鸛草、雪松,橡木苔、黑檀紅木,4.0,53.0,53,597.00,1
294,Jaguar Classic Motion 黑爵男士香水 100毫升,"448.00","100毫升",Jaguar,橘子、青蘋果、柑橘,小荳蔻、紅茶、天竺葵,青苔、檀香、麝香,0.0,NaN,49,380.00,1
295,Moschino Toy2 Pearl 淡香精 30毫升,"430.00","30毫升",Moschino,檸檬，檸檬雪葩，牛至草,茉莉，小蒼蘭，流沙香調,麝香，柏樹，香根草,3.5,1105.0,10,344.00,1
298,Tous More More Pink香水 90毫升,"850.00","90毫升",Tous,粉紅胡椒，梨，佛手柑,粉紅石榴，粉紅蘭花，鳶尾花,粉紅麝香，紅糖，琥珀,0.0,NaN,6,398.00,1
299,【網店限定】Cocod’or 煙熏香草及檀香白標藤條香熏 200毫升,"125.00","200毫升",Cocod'or,NaN,NaN,NaN,NaN,NaN,33,99.00,1
300,Jaguar Classic Electric Sky 淡香水 100毫升,"448.00","100毫升",Jaguar,葡萄柚、紫羅蘭葉、胡椒,鼠尾草、天竺葵、薰衣草,琥珀、零陵香豆、橡苔,0.0,NaN,49,380.00,1
301,Mercedes-Benz Man Intense 男士淡香水 100毫升,"785.00","100毫升",Mercedes-Benz,梨子,天竺葵,苔蘚,0.0,NaN,53,668.00,1
302,Banana Republic Icon Collection 78 Vintage Green 淡香精 75毫升,"705.00","78 Vintage Green",Banana Republic,佛手柑、綠葉、柑橘,玉蘭、茉莉、綠茶、無花果,香根草,4.0,438.0,12,599.00,1
303,Trussardi Uomo男士淡香水套裝 3件裝,"980.00","2件裝",Trussardi,檸檬、白鬆香、肉豆蔻,鼠尾草、天竺葵、紫羅蘭葉,廣藿香、皮革、苔蘚韻調,3.5,422.0,63,698.00,1
304,Moschino Toy 2 Bubble Gum 女士淡香水套裝 2件裝,"380.00","2件装",Moschino,泡泡糖、柑橘蜜餞、意大利香橙、肉桂、黑加侖子,薑粉、保加利亞玫瑰、香桃、桃花,雪松木、龍涎香醚、麝香,3.5,178.0,10,323.00,1
305,Salvatore Ferragamo Intense Leather 男士淡香精 5毫升,"69.00","5毫升",Salvatore Ferragamo,橘子、粉紅胡椒、鼠尾草,蘋果、鳶尾花,橡木苔、皮革,3.5,17.0,8,59.00,1
306,Versace 落日夢曲女士淡香精 30毫升,"600.00","30毫升",Versace,苦橙、梨汁,紫色小蒼蘭,龍涎酮、雪松,NaN,NaN,62,450.00,1
307,Abercrombie & Fitch Authentic Self 淡香精 100毫升,"889.00","100毫升",Abercrombie & Fitch,檸檬皮、紅醋栗、梨,茉莉花瓣、玉蘭,木質香,0.0,NaN,57,756.00,1
308,Hollister Canyon Sky For Her 香水 100毫升,"447.00","100毫升",Hollister,紅莓、紅醋栗、佛手柑,天芥菜、牡丹、橙花,檀香木、果仁糖、麝香,0.0,NaN,4,380.00,1
310,【網店限定】Diptyque 紫羅蘭香氛蠟燭 190克,"550.00","190克",Diptyque,NaN,NaN,NaN,NaN,NaN,59,412.00,1
311,Moschino Toy Boy 泰迪熊男士淡香精套裝 2件裝,"410.00","2件裝",Moschino,香檸檬、粉紅漿果、梨,公丁香、玫瑰、木蘭,香根草、檀香木、琥珀,3.5,629.0,10,349.00,1
312,Cristiano Ronaldo CR7 Fearless男士淡香水 100毫升,"688.00","100毫升",Cristiano Ronaldo CR7,蘋果，紫羅蘭葉，葡萄柚，月桂葉，煥顏草,肉荳蔻，天竺葵，紫羅蘭,零陵香豆，香草，岩薔薇,3.5,41.0,50,585.00,1
313,Salvatore Ferragamo Bright Leather 男士淡香水 5毫升,"69.00","5毫升",Salvatore Ferragamo,佛手柑、柑橘、葡萄柚,皮革、羅勒、迷迭香,廣藿香,4.0,19.0,8,59.00,1
314,Byredo 初生玫瑰淡香精 50毫升,"1,550.00","50毫升",Byredo,黃葵籽、四川花椒,大馬士革玫瑰、鳶尾花,麝香、龍涎香醚,NaN,NaN,35,1159.00,1
315,【網店限定】Cocod’or 法國薰衣草大豆蠟燭 130克,"99.00","130克",Cocod'or,NaN,NaN,NaN,NaN,NaN,33,85.00,1
316,【網店限定】Naturally European 生薑青檸香薰蠟燭 200克,"198.00","200克",Naturally European,NaN,NaN,NaN,NaN,NaN,2,129.00,1
317,Trussardi Trussardi淡香精 EDP 90毫升,"915.00","90毫升",Trussardi,義大利橘子、橙花、番茄香調,茉莉、白色大麗花、薰衣草,麂皮絨、廣藿香、紫羅蘭,NaN,NaN,63,598.00,1
318,Mercedes-Benz Select Day 男士淡香水 100毫升,"750.00","100毫升",Mercedes-Benz,柑橘,鼠尾草,雪松,4.0,14.0,53,638.00,1
